movie_id,title,tags
9383,Hollow Man,Action ScienceFiction Thriller killing humanexperimentation scientist invisibleman scienceexperiment KevinBacon ElisabethShue JoshBrolin PaulVerhoeven 
179,The Interpreter,Crime Thriller newyork dictator africa destructionofacivilization assassination resistance revenge murder unitednations witnesstomurder fbiagent resistancefighter NicoleKidman SeanPenn CatherineKeener SydneyPollack 
76285,Percy Jackson: Sea of Monsters,Adventure Family Fantasy poison hermes poseidon demigod goldenfleece olympus 3d kronos overthrowolympus basedonyoungadultnovel LoganLerman AlexandraDaddario DouglasSmith ThorFreudenthal 
1996,Lara Croft Tomb Raider: The Cradle of Life,Action Adventure Fantasy Thriller riddle treasure medallion kenia alexanderthegreat pandora'sbox chinesemafia treasurehunt hongkong archaeologist basedonvideogame archeology  AngelinaJolie GerardButler NoahTaylor JandeBont 
291805,Now You See Me 2,Action Adventure Comedy Crime Mystery Thriller londonengland china magic secretsociety vigilante sequel revenge heist ontherun macauchina magician JesseEisenberg WoodyHarrelson MarkRuffalo JonM.Chu 
10003,The Saint,Thriller Action Romance ScienceFiction Adventure berlin russia gas masterthief thesaint ValKilmer ElisabethShue RadeSerbedzija PhillipNoyce 
1535,Spy Game,Action Crime Thriller spy china cia coldwar RobertRedford BradPitt CatherineMcCormack TonyScott 
2067,Mission to Mars,ScienceFiction mars spacecraft spacetravel alien longtake outerspace astronaut dismemberment aliencontact trappedinspace GarySinise TimRobbins DonCheadle BrianDePalma 
46195,Rio,Animation Adventure Comedy Family brazil pet bird musical canary samba animal duringcreditsstinger rio1 río1 JesseEisenberg AnneHathaway LeslieMann CarlosSaldanha 
2277,Bicentennial Man,Comedy ScienceFiction android hologram freedom futuristic robot RobinWilliams SamNeill EmbethDavidtz ChrisColumbus 
10357,Volcano,ScienceFiction Action Drama Thriller subway lava volcano volcanologist losangeles TommyLeeJones AnneHeche GabyHoffmann MickJackson 
4477,The Devil's Own,Crime Thriller Drama newyork terrorist anonymity northernireland HarrisonFord BradPitt MargaretColin AlanJ.Pakula 
8665,K-19: The Widowmaker,Drama History Thriller submarine sovietunion coremelt northatlantic nuclear womandirector HarrisonFord LiamNeeson PeterSarsgaard KathrynBigelow 
9387,Conan the Barbarian,Adventure Fantasy Action gladiator repayment despot barbarian swordandsorcery ArnoldSchwarzenegger JamesEarlJones MaxvonSydow JohnMilius 
921,Cinderella Man,Romance Drama History transporter netherlands worldcup sociallydeprivedfamily family'sdailylife boxer boxingmatch comeback training heavyweight folkhero biography daughter defeat sport RussellCrowe RenéeZellweger PaulGiamatti RonHoward 
49852,The Nutcracker: The Untold Story,Fantasy Action Family ElleFanning NathanLane JohnTurturro AndreiKonchalovsky 
4464,Seabiscuit,Drama History horserace americandream racehorse greatdepression JeffBridges DavidMcCullough ChrisCooper GaryRoss 
664,Twister,Action Adventure Drama wifehusbandrelationship tornado twister oklahoma metereologist invention climate barn naturaldisaster cow truck disaster auntniecerelationship stormchaser divorce HelenHunt BillPaxton CaryElwes JandeBont 
8358,Cast Away,Adventure Drama exoticisland suicideattempt volleyball loneliness airplanecrash desertedisland tropicalisland survivalskills TomHanks HelenHunt ChrisNoth RobertZemeckis 
9836,Happy Feet,Animation Comedy ocean fish zoo penguin tapdancing love crush snow anthropomorphism singing antarctica family duringcreditsstinger ElijahWood RobinWilliams BrittanyMurphy GeorgeMiller 
2502,The Bourne Supremacy,Action Drama Thriller berlin assassin basedonnovel amnesia sniper lie sequel suspense ontherun shootout espionage violence footchase carchase explodinghouse thoughguy oneagainstmany railcar darkpast moscow handtohandcombat MattDamon FrankaPotente BrianCox PaulGreengrass 
9772,Air Force One,Action Thriller prison corruption journalist whitehouse hostage ultimatum hostage-taking airforceone aerialcombat conspiracy gunfight fighterplane secretservice americanpresident handtohandcombat negotiation politicalprisoner airplanehijack HarrisonFord GaryOldman GlennClose WolfgangPetersen 
161,Ocean's Eleven,Thriller Crime prison pickpocket stripclub conartist atlanticcity cockneyaccent lasvegas carddealer explosivesexpert blackandwhitescene male saltlakecityutah GeorgeClooney BradPitt MattDamon StevenSoderbergh 
52451,The Three Musketeers,Adventure Action Thriller numberintitle historicalfiction musketeer 17thcentury 3d MillaJovovich OrlandoBloom LoganLerman PaulW.S.Anderson 
76492,Hotel Transylvania,Animation Comedy Family Fantasy witch magic mummy vampire dracula skeleton backpacker frankenstein wolfman zombie invisibleman duringcreditsstinger  nosferatu protectivefather fangvamp AdamSandler SteveBuscemi DavidSpade GenndyTartakovsky 
4523,Enchanted,Comedy Family Fantasy Romance poison queen fairytale musical princess portal animation fantasyworld evilwitch partanimation AmyAdams PatrickDempsey JamesMarsden KevinLima 
59961,Safe House,Action Thriller cia violence safehouse rogueagent capetownsouthafrica soccerstadium DenzelWashington RyanReynolds VeraFarmiga DanielEspinosa 
10481,102 Dalmatians,Comedy Family londonengland prison releasefromprison women'sprison societyforthepreventionofcrueltytoanimals puppy pelz dog dalmatian GlennClose IoanGruffudd AliceEvans KevinLima 
59108,Tower Heist,Action Comedy skyscraper thanksgiving billionaire parade fbiagent apartment highrise femaleagent ponzischeme emptysafe capercomedy planning safecracker recruiting heistmovie deceit lobby BenStiller EddieMurphy CaseyAffleck BrettRatner 
1581,The Holiday,Comedy Romance holiday londonengland filmmaking christmasparty countryhouse roomexchange surrey romanticcomedy losangeles multiplestorylines womandirector christmas CameronDiaz KateWinslet JudeLaw NancyMeyers 
9798,Enemy of the State,Action Drama Thriller corruption washingtond.c. helicopter falselyaccused identity mexicanstandoff blackmail intelligence wiretap satellite nationalsecurityagency(nsa) politics explodingbuilding suspense mystery mafia conspiracy lawyer crime privacy surveillance baltimoremaryland secrethideout WillSmith GeneHackman JonVoight TonyScott 
22897,It's Complicated,Comedy Romance graduation exhusband womandirector MerylStreep AlecBaldwin SteveMartin NancyMeyers 
298,Ocean's Thirteen,Crime Thriller casino thief revenge heist lasvegas pretendingtoberich laborstrike GeorgeClooney BradPitt MattDamon StevenSoderbergh 
7484,Open Season,Adventure Animation Family hunter mountains garage grizzlybear bunny chase forest deer bear hunt MartinLawrence AshtonKutcher GarySinise JillCulton RogerAllers AnthonyStacchi 
157350,Divergent,Adventure Action ScienceFiction basedonnovel dystopia youth dystopicfuture castesystem divergent basedonyoungadultnovel ShaileneWoodley TheoJames KateWinslet NeilBurger 
853,Enemy at the Gates,War winter sniper worldwarii stalingrad JudeLaw RachelWeisz EdHarris Jean-JacquesAnnaud 
10159,The Rundown,Adventure Action Comedy Thriller hunter bounty bountyhunter fight amazon treasurehunt jungle DwayneJohnson SeannWilliamScott RosarioDawson PeterBerg 
9593,Last Action Hero,Adventure Fantasy Action Comedy Family magic movieinmovie spoof magicalobject cartooncat ticket self-referential projectionist child'spointofview ArnoldSchwarzenegger F.MurrayAbraham ArtCarney JohnMcTiernan 
1904,Memoirs of a Geisha,Drama History Romance japan prostitute sistersisterrelationship brothel worldwarii geisha ZhangZiyi GongLi YoukiKudoh RobMarshall 
9615,The Fast and the Furious: Tokyo Drift,Action Crime Drama Thriller carrace carjourney carmechanic auto cargarage auto-tuning drifting car automobileracing LucasBlack NathalieKelley SungKang JustinLin 
51052,Arthur Christmas,Drama Animation Family Comedy holiday santaclaus duringcreditsstinger womandirector christmas JamesMcAvoy HughLaurie BillNighy BarryCook SarahSmith 
297,Meet Joe Black,Fantasy Drama Mystery lifeanddeath loveatfirstsight brokenengagement fireworks religionandsupernatural teenagecrush fate doctor millionaire BradPitt AnthonyHopkins ClaireForlani MartinBrest 
9884,Collateral Damage,Action Thriller Drama terrorist fbi colombia firemen revenge explosion carexplosion bombattack ArnoldSchwarzenegger FrancescaNeri EliasKoteas AndrewDavis 
16858,All That Jazz,Drama Music showbusiness filmmaking tapdancing movieinmovie divorce tvshowinfilm stand-upcomedian broadway rainstorm surgery dreamsequence editing semiautobiographical restroom screeningroom amphetamine prescriptiondrugabuse RoyScheider JessicaLange LelandPalmer BobFosse 
62764,Mirror Mirror,Adventure Fantasy Drama Comedy ScienceFiction Family attemptedmurder fairytale blackmagic cockroach villainess goodvsevil womanfightsman insecurity mirror snowkingdom snowwhite evilqueen enchantress gala financialproblem pendant halfnakedman returningmoney evilplot duringcreditsstinger JuliaRoberts LilyCollins ArmieHammer TarsemSingh 
22538,Scott Pilgrim vs. the World,Action Adventure Comedy whipping hipster underagegirlfriend animatedflashback character'spointofviewcamerashot unconsciousness girlfight vegan aftercreditsstinger MichaelCera MaryElizabethWinstead KieranCulkin EdgarWright 
9341,The Core,Action Thriller Adventure ScienceFiction magneticfield centeroftheearth disasterfilm AaronEckhart HilarySwank DelroyLindo JonAmiel 
12107,Nutty Professor II: The Klumps,Fantasy Comedy Romance ScienceFiction alterego madscientist family dean duringcreditsstinger researchlaboratory EddieMurphy JanetJackson LarryMiller PeterSegal 
9637,Scooby-Doo,Mystery Adventure Comedy amateurdetective voodoo resort crimesolving FreddiePrinzeJr. SarahMichelleGellar MatthewLillard RajaGosnell 
49049,Dredd,Action ScienceFiction usa corruption crimefighter judge metropolis law post-apocalyptic dystopia executivecase police futuristic basedoncomicbook gore survival gunfight gangster extremeviolence psychic violence criminal justice druglord basedongraphicnovel dystopicfuture darkhumor expertmarksman rookie dredd 2000ad KarlUrban OliviaThirlby LenaHeadey PeteTravis 
9339,Click,Comedy Drama Fantasy Romance regret workaholic heartattack architect dyinganddeath timetravel remotecontrol children liposuction hospital wedding dog secondchance alternatereality fatherhood obese AdamSandler KateBeckinsale ChristopherWalken FrankCoraci 
16281,Creepshow,Horror Comedy Fantasy monster halloween meteor buriedalive cockroach anthology basedoncomicbook gore animatedsequence zombie livingdead HalHolbrook AdrienneBarbeau FritzWeaver GeorgeA.Romero 
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy Family torture aftercreditsstinger duringcreditsstinger 3d JamesMarsden NickNolte ChristinaApplegate BradPeyton 
8247,Jumper,Adventure Fantasy ScienceFiction adolescence basedonnovel lossofchild fight chase teleportation supernaturalpowers leapintime enemy motherlylove HaydenChristensen JamieBell SamuelL.Jackson DougLiman 
11253,Hellboy II: The Golden Army,Adventure Fantasy ScienceFiction auction northernireland resignation superhero rebellion violence spear cutarm splitscreen superheroteam armrippedoff supervillain remorse selfexile vanishingfigure fathersonconflict RonPerlman SelmaBlair JeffreyTambor GuillermodelToro 
1949,Zodiac,Crime Drama Mystery Thriller california sanfrancisco killing journalist newspaper massmurder plannedmurder embassy victim threattodeath victimofmurder code police murder serialkiller reporter JakeGyllenhaal RobertDowneyJr. MarkRuffalo DavidFincher 
8452,The 6th Day,ScienceFiction clone future murder cloning lasergun dystopicfuture implantedmemory sci-fithriller ArnoldSchwarzenegger MichaelRapaport TonyGoldwyn RogerSpottiswoode 
310,Bruce Almighty,Fantasy Comedy christianity moon responsability moses streetgang lovesickness journalism newlove faith prayer god carcrash JimCarrey JenniferAniston PhilipBakerHall TomShadyac 
27578,The Expendables,Thriller Adventure Action tattoo martialarts sniper island mercenary bridge rescue escape church drug blade ensemblecast duringcreditsstinger SylvesterStallone JasonStatham DolphLundgren SylvesterStallone 
954,Mission: Impossible,Adventure Action Thriller paris londonengland spy cia terrorist secretidentity undercover armsdeal headquarter secretbase secretmission prague embassy secretagent tgv computer mission basedontvseries espionage agent TomCruise JonVoight EmmanuelleBéart BrianDePalma 
70160,The Hunger Games,ScienceFiction Adventure Fantasy hallucination dystopia femaleprotagonist bowandarrow knifethrowing knifefight game archery blindness glamour roastedpig sponsor chariot fictionaltvshow mineexplosion basedonyoungadultnovel JenniferLawrence JoshHutcherson LiamHemsworth GaryRoss 
45243,The Hangover Part II,Comedy sunglasses interpol undercovercop hangover duringcreditsstinger BradleyCooper EdHelms ZachGalifianakis ToddPhillips 
364,Batman Returns,Action Fantasy holiday corruption doublelife dccomics crimefighter hallucination christmastree gothamcity vigilante superhero violence darkhero fictionalcity supervillain superpowers deformed birdcage evilcircus christmasholiday MichaelKeaton DannyDeVito MichellePfeiffer TimBurton 
7518,Over the Hedge,Comedy Animation Family squirrel eatinganddrinking vororte garden grizzlybear entrapment suburbianidyll garbage forest turtle hidinginagarbagecontainer skunk racoon animal BruceWillis GarryShandling SteveCarell KareyKirkpatrick TimJohnson 
11544,Lilo & Stitch,Animation Family sistersisterrelationship extraterrestrialtechnology hawaii adoption mutation alienlife-form alienphenomenons animation dog deadparents ChrisSanders DaveighChase TiaCarrere ChrisSanders DeanDeBlois 
9986,Charlotte's Web,Comedy Family Fantasy hero barn spider pig egg friendship spring uncle friends rescue survival talkinganimal grass family desk raincoat talkingpig JuliaRoberts SteveBuscemi JohnCleese GaryWinick 
8656,Deep Impact,Action Drama Romance usapresident nasa metereologist spacemission comet naturaldisaster tsunami astronomer astronaut womandirector disastermovie RobertDuvall TéaLeoni ElijahWood MimiLeder 
146216,RED 2,Action Comedy Crime Thriller paris londonengland cia russia mi6 hiredkiller explodingairplane BruceWillis CatherineZeta-Jones AnthonyHopkins DeanParisot 
9291,The Longest Yard,Comedy Drama prison americanfootball prisoner blackmail supervisor sport AdamSandler ChrisRock BurtReynolds PeterSegal 
55301,Alvin and the Chipmunks: Chipwrecked,Comedy Fantasy Family Music Animation sequel chipmunk cruiseship overboard JasonLee DavidCross JennySlate MikeMitchell 
109418,Grown Ups 2,Comedy AdamSandler KevinJames ChrisRock DennisDugan 
11665,Get Smart,Action Comedy Thriller dancing spy terrorist traitor airplane violin basedontvseries legs SteveCarell AnneHathaway DwayneJohnson PeterSegal 
6964,Something's Gotta Give,Drama Comedy Romance agedifference ladykiller womandirector JackNicholson DianeKeaton KeanuReeves NancyMeyers 
11324,Shutter Island,Drama Thriller Mystery basedonnovel island hurricane investigation psychiatrichospital u.s.marshal conspiracytheory 1950s LeonardoDiCaprio MarkRuffalo BenKingsley MartinScorsese 
12193,Four Christmases,Comedy Romance Drama holiday romanticcomedy dysfunctionalfamily christmas VinceVaughn ReeseWitherspoon RobertDuvall SethGordon 
9928,Robots,Animation Comedy Family ScienceFiction inventor businessman robot dishonesty RobinWilliams EwanMcGregor HalleBerry ChrisWedge CarlosSaldanha 
754,Face/Off,Action Crime ScienceFiction Thriller undercover mexicanstandoff biologicalweapon facetransplant rageandhate fistfight hostility revenge deception tragedy shootout hospital boatchase losangeles explosion extremeviolence fbiagent prisonescape criminalgang flashback goldengun archvillain bulletballet JohnTravolta NicolasCage JoanAllen JohnWoo 
10202,Bedtime Stories,Fantasy Comedy Family Romance wishescometrue escapade disorder imaginary miraculousevent imaginarykingdom lifeturnedupsidedown nothinggoesright AdamSandler KeriRussell GuyPearce AdamShankman 
4147,Road to Perdition,Thriller Crime Drama basedongraphicnovel homework shotinthechin softboiledegg learningtodrive spoiledson scarredface thompsonsubmachinegun frostonawindow cauterizingawound libertyhalfdollar TomHanks TylerHoechlin JenniferJasonLeigh SamMendes 
50546,Just Go with It,Romance Comedy beach fictitiousmarriage blackmail plasticsurgery marriage love beautifulwoman kidsandfamily AdamSandler JenniferAniston NicoleKidman DennisDugan 
1701,Con Air,Action Thriller Crime prison ambush helicopter airport gasstation undercover mexicanstandoff bravery hijacking escape shootout u.s.marshal lasvegas explosion brutality violence convict desert warhero deaagent motorcyclechase NicolasCage JohnCusack JohnMalkovich SimonWest 
13027,Eagle Eye,Mystery Thriller Action artificialintelligence washingtond.c. secretidentity hostage technology fbi pentagon twinbrother fbiagent ShiaLaBeouf MichelleMonaghan RosarioDawson D.J.Caruso 
2289,Cold Mountain,Drama lossoflover lossoffamily deserter lossoffather loveofone'slife JudeLaw NicoleKidman RenéeZellweger AnthonyMinghella 
20504,The Book of Eli,Action Thriller ScienceFiction book post-apocalyptic dystopia faith blind DenzelWashington GaryOldman MilaKunis AlbertHughes AllenHughes 
9574,Flubber,Comedy Family ScienceFiction weddingvows inventor slime green flight madscientist wedding RobinWilliams MarciaGayHarden ChristopherMcDonald LesMayfield 
11618,The Haunting,Horror Thriller Fantasy Mystery basedonnovel trauma castle hauntedhouse insomnia bone poster painting remake haunting childlabor audiorecording spiralstaircase evil loner researcher insomniac paranormalactivity logbook  strangenoise spook cherub LiamNeeson CatherineZeta-Jones OwenWilson JandeBont 
2300,Space Jam,Animation Comedy Drama Family Fantasy sport basketball doctor basketballteam basketballgame referee basketballcourt tweetybird speedygonzales cartoonchicken sylvesterthecat cartoonrealitycrossover basketballhoop cartoonskunk MichaelJordan WayneKnight BillyWest JoePytka 
12096,The Pink Panther,Action Comedy Crime Mystery Family robbery investigation inspector killer clouseau pinkpanther murderhunt SteveMartin KevinKline JeanReno ShawnLevy 
10200,The Day the Earth Stood Still,Drama ScienceFiction Thriller extraterrestrialtechnology spacecraft ultimatum evacuation panic government remake ufo alien endoftheworld giantrobot tank socialcommentary poweroutage interrogation environmentalism threat aliencontact centralpark messenger nanobots disintegration KeanuReeves JenniferConnelly KathyBates ScottDerrickson 
8834,Conspiracy Theory,Action Drama Mystery Thriller newyork cia helicopter assassin secret obsession taxidriver fbi paranoia wheelchair chase theory politics government control cover-up murder suspense conspiracy torture flashback target geronimo newsletter MelGibson JuliaRoberts PatrickStewart RichardDonner 
228150,Fury,War Drama Action worldwarii nazis war nazigermany panzer tank BradPitt ShiaLaBeouf LoganLerman DavidAyer 
6068,Six Days Seven Nights,Action Adventure Comedy Romance overleven familyguy HarrisonFord AnneHeche DavidSchwimmer IvanReitman 
41515,Yogi Bear,Comedy Family Animation Adventure picnic sandwich bear 3d yogi DanAykroyd JustinTimberlake AnnaFaris EricBrevig 
9023,Spirit: Stallion of the Cimarron,Western Animation Adventure Comedy Family humanbeing freedom mustang rivalry wildlife animation cavalry indianwar eyebrow wildhorse MattDamon JamesCromwell DanielStudi KellyAsbury LornaCook 
38317,Zookeeper,Comedy Romance Family talkinganimal scientist germanaccent ostrich monkey bullfrog cardealership duringcreditsstinger KevinJames RosarioDawson SylvesterStallone FrankCoraci 
2157,Lost in Space,Adventure Family ScienceFiction timetravel sabotage deepspaceexplorer GaryOldman WilliamHurt MattLeBlanc StephenHopkins 
14462,The Manchurian Candidate,Drama Thriller Mystery senator gulfwar canoe kuwait conspiracy warhero u.s.congress implant DenzelWashington MerylStreep LievSchreiber JonathanDemme 
161795,Déjà Vu,Romance Drama love american pin stranger ruby StephenDillane VictoriaFoyt VanessaRedgrave HenryJaglom 
159824,Hotel Transylvania 2,Animation Comedy Family transylvania hotel witch technology magic mummy dracula skeleton onlychild backpacker marriage frankenstein wolfman zombie movingout invisibleman newlife AdamSandler AndySamberg SelenaGomez GenndyTartakovsky 
49948,Fantasia 2000,Animation Family Music orchestra musicalsegments SteveMartin ItzhakPerlman QuincyJones JamesAlgar DonHahn GaëtanBrizzi PaulBrizzi EricGoldberg HendelButoy FrancisGlebas PixoteHunt 
2135,The Time Machine,ScienceFiction Adventure Action future timemachine GuyPearce MarkAddy PhyllidaLaw SimonWells 
9822,Mighty Joe Young,Action Adventure Family Fantasy gorilla dyinganddeath CharlizeTheron RadeSerbedzija BillPaxton RonUnderwood 
9705,Swordfish,Action Crime Thriller femalenudity hacker terrorism violence ex-con wire losangelesinternationalairport(lax) misdirection aftercreditsstinger JohnTravolta HughJackman HalleBerry DominicSena 
1656,The Legend of Zorro,Action Adventure california spy fathersonrelationship mexico hero marriagecrisis swordfight divorce americancivilwar AntonioBanderas CatherineZeta-Jones AdriánAlonsoBarona MartinCampbell 
12159,What Dreams May Come,Drama Fantasy Romance paradise soul underworld heaven painting hell afterlife spiritism RobinWilliams CubaGoodingJr. AnnabellaSciorra VincentWard 
9678,Little Nicky,Comedy Fantasy Romance fathersonrelationship brothersisterrelationship mephisto bulldogg AdamSandler PatriciaArquette HarveyKeitel StevenBrill 
4442,The Brothers Grimm,Adventure Fantasy Action Comedy Thriller brotherbrotherrelationship literature aftercreditsstinger HeathLedger MattDamon MackenzieCrook TerryGilliam 
75,Mars Attacks!,Comedy Fantasy ScienceFiction savingtheworld totaldestruction whitehouse mars usapresident cataclysm lasergun ambassador congress pest flyingsaucer JackNicholson GlennClose AnnetteBening TimBurton 
330770,Evolution,Mystery Drama Horror nurse sea beach boy pregnant blood womandirector MaxBrebant RoxaneDuran Julie-MarieParmentier LucileHadzihalilovic 
9433,The Edge,Action Adventure Drama photographer grizzlybear wilderness airplane supermodel emergencylanding suspense survival bear animalhorror AlecBaldwin AnthonyHopkins ElleMacpherson LeeTamahori 
19959,Surrogates,Action ScienceFiction Thriller clone dystopia BruceWillis RadhaMitchell RosamundPike JonathanMostow 
11973,Thirteen Days,Drama Thriller usapresident atomicbomb johnf.kennedy kubakrise threat KevinCostner BruceGreenwood StevenCulp RogerDonaldson 
11228,Daylight,Action Adventure Thriller taxi newjersey helicopter river hero taxidriver raceagainsttime guard survival disaster newyorkcity explosion poweroutage dog trapped flood tunnel christmas trappedunderground actionhero SylvesterStallone AmyBrenneman ViggoMortensen RobCohen 
77951,Walking With Dinosaurs,Animation Family Adventure dinosaur 3d CharlieRowe JustinLong KarlUrban BarryCook NeilNightingale 
5491,Battlefield Earth,Action ScienceFiction War basedonnovel post-apocalyptic dystopia mining fighterjet alieninvasion scientology cavemen bureaucrat cityruin JohnTravolta BarryPepper ForestWhitaker RogerChristian 
10715,Looney Tunes: Back in Action,Animation Comedy Family spy duck bunny wretch filmindustry liveactionandanimation BrendanFraser JennaElfman SteveMartin JoeDante 
10197,Nine,Drama Music Romance memory sidewalkcafe roomkey drivingacar coastline stairway searchformeaning sequins singingphotograph slidingdownapole costumedesigner duringcreditsstinger 1960s JudiDench DanielDay-Lewis MarionCotillard RobMarshall 
9562,Timeline,Action Adventure ScienceFiction professor timetravel quantummechanics hundredyears'war excavation laroque knight medievaltimes PaulWalker FrancesO'Connor GerardButler RichardDonner 
9922,The Postman,Drama Adventure usa post postman army apocalypse KevinCostner WillPatton OliviaWilliams KevinCostner 
9447,Babe: Pig in the City,Adventure Comedy Drama Family Fantasy piggybank shortageofmoney pig farm piglet talkinganimal talkingdog dog chimpanzee talkingpig JamesCromwell MaryStein MickeyRooney GeorgeMiller 
274854,The Last Witch Hunter,Fantasy Action Adventure newyork witch uprising witchhunter VinDiesel RoseLeslie ElijahWood BreckEisner 
8870,Red Planet,Thriller Action ScienceFiction mars future astronaut science catastrophe ValKilmer Carrie-AnneMoss BenjaminBratt AntonyHoffman 
9992,Arthur and the Invisibles,Adventure Fantasy Animation Family grandfathergrandsonrelationship wretch treasurehunt disappearance family fantasyworld FreddieHighmore MiaFarrow RonCrawford LucBesson 
36970,Oceans,Documentary Family ocean sea fish whale duringcreditsstinger PierceBrosnan JacquesPerrin RieMiyazawa JacquesPerrin JacquesCluzaud 
10077,A Sound of Thunder,Thriller ScienceFiction Adventure Action dyinganddeath timetravel romance dinosaur HeikeMakatsch ArminRohde DavidOyelowo PeterHyams 
76649,Pompeii,Action Adventure History Romance Drama gladiator arena gladiatorfight lava roman forbiddenlove naturaldisaster epic disaster slave towninpanic vulcan volcaniceruption pompeii 3d KitHarington Carrie-AnneMoss EmilyBrowning PaulW.S.Anderson 
293644,Top Cat Begins,Comedy Animation 3d JasonHarris DavidHoffman BillLobley AndrésCouturier 
453,A Beautiful Mind,Drama Romance individual schizophrenia massachusetts loveofone'slife intelligence mathematician marketeconomy economictheory princetonuniversity nobelprize mathematicaltheorem m.i.t. mathematics delusion RussellCrowe EdHarris JenniferConnelly RonHoward 
8587,The Lion King,Family Animation Drama lossofparents wildboar uncle shaman redemption king scar hyena meerkat JonathanTaylorThomas MatthewBroderick JamesEarlJones RogerAllers RobMinkoff 
72545,Journey 2: The Mysterious Island,Adventure Action ScienceFiction mission mysteriousisland missingperson duringcreditsstinger 3d DwayneJohnson JoshHutcherson KristinDavis BradPeyton 
109451,Cloudy with a Chance of Meatballs 2,Animation Family Comedy inventor food scientist BillHader AnnaFaris JamesCaan CodyCameron KrisPearn 
9533,Red Dragon,Crime Thriller Horror psychopath serialkiller fbiagent AnthonyHopkins EdwardNorton RalphFiennes BrettRatner 
2023,Hidalgo,Western Adventure horserace horse racehorse ViggoMortensen ZuleikhaRobinson OmarSharif JoeJohnston 
71880,Jack and Jill,Comedy duringcreditsstinger AdamSandler KatieHolmes AlPacino DennisDugan 
584,2 Fast 2 Furious,Action Crime Thriller miami carrace sportscar losangeles car automobileracing PaulWalker TyreseGibson EvaMendes JohnSingleton 
309809,The Little Prince,Adventure Animation Fantasy philosophy utopia airplane adventure dystopia littleboy growingup neighbor motherdaughterrelationship school oldman littlegirl crazy basedonchildren'sbook story socialdifferences 3d JeffBridges RachelMcAdams PaulRudd MarkOsborne 
4858,The Invasion,ScienceFiction Thriller remake alien escape alieninvasion alieninfection sleeping doppelganger newsreport textmessaging siren contamination NicoleKidman DanielCraig JeremyNortham OliverHirschbiegel JamesMcTeigue 
17711,The Adventures of Rocky & Bullwinkle,Action Adventure Animation Comedy Family adventure cartoon comedy breakingthefourthwall talkingtothecamera roadmovie celebritycameo ReneRusso JasonAlexander PiperPerabo DesMcAnuff 
328111,The Secret Life of Pets,"Animation Family pet bunny anthropomorphism dog animal apartmentbuilding sewer terrier manhattan,newyorkcity rodent mongrel LouisC.K. EricStonestreet KevinHart ChrisRenaud "
8698,The League of Extraordinary Gentlemen,Fantasy Action Thriller ScienceFiction savingtheworld vampire bite men invisibleman captainnemo allanquatermain venezia immortal SeanConnery PetaWilson ShaneWest StephenNorrington 
93456,Despicable Me 2,Animation Comedy Family secretagent bakery fallinginlove fatherdaughterrelationship duringcreditsstinger firstdate minions 3d SteveCarell KristenWiig BenjaminBratt PierreCoffin ChrisRenaud 
602,Independence Day,Action Adventure ScienceFiction spacecraft patriotism countdown independence invasion war ufo extraterrestrial spaceship alien battle WillSmith BillPullman JeffGoldblum RolandEmmerich 
330,The Lost World: Jurassic Park,Adventure Action ScienceFiction exoticisland dna paleontology tyrannosaurusrex velociraptor sandiego dinosaur jurassicpark animalhorror JeffGoldblum JulianneMoore PetePostlethwaite StevenSpielberg 
953,Madagascar,Family Animation lion hippopotamus giraffe penguin zebra BenStiller ChrisRock DavidSchwimmer EricDarnell TomMcGrath 
9693,Children of Men,Drama Action Thriller ScienceFiction policestate hippie rebel miracle future dystopia chaos aging childlessness faith survival birth dying CliveOwen MichaelCaine JulianneMoore AlfonsoCuarón 
36657,X-Men,Adventure Action ScienceFiction mutant marvelcomic superhero basedoncomicbook superhuman PatrickStewart HughJackman IanMcKellen BryanSinger 
8909,Wanted,Action Thriller Crime assassin lossoffather secretsociety missionofmurder revenge AngelinaJolie JamesMcAvoy MorganFreeman TimurBekmambetov 
9802,The Rock,Action Adventure Thriller sanfrancisco fbi gasattack alcatraz hostagesituation fbiagent SeanConnery NicolasCage EdHarris MichaelBay 
950,Ice Age: The Meltdown,Animation Family Comedy Adventure mammoth sloth iceage barrierice icemelting iceberg flooding adventure lovers deluge saber-toothedtiger RayRomano JohnLeguizamo DenisLeary CarlosSaldanha 
1824,50 First Dates,Comedy Romance dejavu amnesia hawaii ladykiller romanticcomedy AdamSandler DrewBarrymore RobSchneider PeterSegal 
2976,Hairspray,Family Comedy Music Romance races dream dance television tvshow racepolitics coloured music equality schoolparty performance integration overweightwoman duel basedonstagemusical xenophobia basedonfilm 1960s JohnTravolta MichellePfeiffer ChristopherWalken AdamShankman 
11026,Exorcist: The Beginning,Horror Mystery Thriller secret obsession exorcism remake priest goodvsevil paganism devil archaeologist demonicpossession relic crisisoffaith archaeologicaldig StellanSkarsgård IzabellaScorupco JamesD'Arcy RennyHarlin 
332,Inspector Gadget,Action Adventure Comedy Family gadget MatthewBroderick RupertEverett JoelyFisher DavidKellogg 
75656,Now You See Me,Thriller Crime paris bank secret fbi vault magic neworleans investigation heist conspiracy money escape newyorkcity lasvegas explosion JesseEisenberg MarkRuffalo WoodyHarrelson LouisLeterrier 
